model,target_M0_msun,selection_width_dex,z,n_halos,n_positive_mass,median_M0_Msun,median_M_main_over_M0,p16_M_main_over_M0,p84_M_main_over_M0,median_M_msun,p16_M_msun,p84_M_msun
PL_new_SOAP_direct_raw,1000000000.0,0.1,0.2864228474609716,27144,25025,978689920.0916836,0.9537706665648179,0.8926605976640194,1.0064533022911235,928129203.2729603,787769955.1143358,1115460723.9997432
PL_new_SOAP_direct_raw,1000000000.0,0.1,0.4150651322070684,27144,25302,978689920.0916836,0.9340056582005607,0.8599180801845578,1.0042566625809977,911279064.528469,765326065.2440866,1102341710.9365978
PL_new_SOAP_direct_raw,1000000000.0,0.1,0.5565716454277756,27144,25553,978689920.0916836,0.9125765042108197,0.8243902425815802,1.0020729783845812,892558729.2308105,742886317.0522904,1089223504.3549414
PL_new_SOAP_direct_raw,1000000000.0,0.1,0.7122288099705543,27144,25744,978689920.0916836,0.8895924522039529,0.7878238506687392,0.9977739379464282,870097452.4059308,716712292.1896569,1074232275.5554538
PL_new_SOAP_direct_raw,1000000000.0,0.1,0.8834516909676096,27144,25936,978689920.0916836,0.8645311321173044,0.746603820554827,0.9904003031933205,845768292.1981893,688675762.6742479,1055494712.5496666
PL_new_SOAP_direct_raw,1000000000.0,0.1,1.0717968600643704,27144,26087,978689920.0916836,0.836524322642614,0.7021166303836118,0.9745746422640996,817701374.7800493,655042164.2136841,1033012055.6740057
PL_new_SOAP_direct_raw,1000000000.0,0.1,1.2789765460708074,27144,26286,978689920.0916836,0.8073986744509363,0.6563067355750435,0.9608983137616139,787769955.1143358,619553275.7820169,1012405258.4409949
PL_new_SOAP_direct_raw,1000000000.0,0.1,1.506874200677888,27144,26385,978689920.0916836,0.7756859263384963,0.6108471954492586,0.9405209885714088,755975676.9734017,580345883.9054505,986181730.1236271
PL_new_SOAP_direct_raw,1000000000.0,0.1,1.7575616207456761,27144,26531,978689920.0916836,0.7431858925847757,0.5647656558193855,0.9159900262446187,722320488.7082087,541158452.8859682,954343988.5614606
PL_new_SOAP_direct_raw,1000000000.0,0.1,2.0333177828202462,27144,26637,978689920.0916836,0.7081831236176825,0.5205736731599003,0.8853355915703159,686806931.6639262,500128896.8302536,918767795.92629
PL_new_SOAP_direct_raw,1000000000.0,0.1,2.3366495611022704,27144,26737,978689920.0916836,0.669259884834445,0.4720881309388554,0.850732435287365,649437728.1172724,457264021.15410244,881327669.1381834
PL_new_SOAP_direct_raw,1000000000.0,0.1,2.670314517212497,27144,26814,978689920.0916836,0.6320491073522979,0.43083933966028354,0.8147735118461965,610216489.7606963,416295356.9551181,840154463.6807424
PL_new_SOAP_direct_raw,1000000000.0,0.1,3.0373459689337468,27144,26900,978689920.0916836,0.5919023583261168,0.3894085066740731,0.7760271980787967,572880013.9682317,379082994.1686528,800864095.1935588
PL_new_SOAP_direct_raw,1000000000.0,0.1,3.4410805658271224,27144,26950,978689920.0916836,0.5499735455571633,0.3533093206930598,0.7354537050611315,533696635.0794432,343763871.1974004,755975676.9734017
PL_new_SOAP_direct_raw,1000000000.0,0.1,3.885188622409834,27144,26974,978689920.0916836,0.5044236992821566,0.31530431149709387,0.6927859713694775,490807737.0663149,306626088.42770153,709235151.6129508
