model,k_hMpc,P_k_Mpc_over_h_cubed,source_file
PL,3.5034271930e-04,2.2993802250e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.5384614650e-04,2.3214673480e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.5738460800e-04,2.3437647970e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.6095845410e-04,2.3662745220e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.6456803860e-04,2.3889984920e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.6821371900e-04,2.4119386900e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.7189585620e-04,2.4350971190e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.7561481480e-04,2.4584757950e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.7937096290e-04,2.4820767540e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.8316467250e-04,2.5059020490e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.8699631930e-04,2.5299537490e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.9086628240e-04,2.5542339410e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.9477494530e-04,2.5787447300e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,3.9872269470e-04,2.6034882380e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.0270992170e-04,2.6284666030e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.0673702090e-04,2.6536819840e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.1080439110e-04,2.6791365560e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.1491243500e-04,2.7048325110e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.1906155940e-04,2.7307720620e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.2325217500e-04,2.7569574370e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.2748469670e-04,2.7833908830e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.3175954370e-04,2.8100746670e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.3607713910e-04,2.8370110720e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.4043791050e-04,2.8642024020e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.4484228960e-04,2.8916509770e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.4929071250e-04,2.9193591360e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.5378361960e-04,2.9473292400e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.5832145580e-04,2.9755636630e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.6290467040e-04,3.0040648040e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.6753371710e-04,3.0328350760e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.7220905430e-04,3.0618769150e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.7693114480e-04,3.0911927720e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.8170045620e-04,3.1207851210e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.8651746080e-04,3.1506564530e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.9138263540e-04,3.1808092790e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,4.9629646180e-04,3.2112461290e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.0125942640e-04,3.2419695520e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.0627202060e-04,3.2729821180e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.1133474090e-04,3.3042864150e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.1644808830e-04,3.3358850520e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.2161256910e-04,3.3677806560e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.2682869480e-04,3.3999758750e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.3209698180e-04,3.4324733760e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.3741795160e-04,3.4652758460e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.4279213110e-04,3.4983859930e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.4822005240e-04,3.5318065420e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.5370225300e-04,3.5655402400e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.5923927550e-04,3.5995898550e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.6483166820e-04,3.6339581710e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.7047998490e-04,3.6686479960e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.7618478480e-04,3.7036621560e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.8194663260e-04,3.7390034970e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.8776609890e-04,3.7746748860e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.9364375990e-04,3.8106792090e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,5.9958019750e-04,3.8470193720e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.0557599950e-04,3.8836983020e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.1163175950e-04,3.9207189450e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.1774807710e-04,3.9580842680e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.2392555790e-04,3.9957972570e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.3016481350e-04,4.0338609180e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.3646646160e-04,4.0722782770e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.4283112620e-04,4.1110523810e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.4925943750e-04,4.1501862950e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.5575203180e-04,4.1896831060e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.6230955220e-04,4.2295459190e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.6893264770e-04,4.2697778590e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.7562197420e-04,4.3103820710e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.8237819390e-04,4.3513617210e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.8920197580e-04,4.3927199910e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,6.9609399560e-04,4.4344600860e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.0305493550e-04,4.4765852290e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.1008548490e-04,4.5190986610e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.1718633980e-04,4.5620036440e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.2435820320e-04,4.6053034590e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.3160178520e-04,4.6490014050e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.3891780300e-04,4.6931008010e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.4630698110e-04,4.7376049830e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.5377005090e-04,4.7825173060e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.6130775140e-04,4.8278411460e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.6892082890e-04,4.8735798940e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.7661003720e-04,4.9197369610e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.8437613760e-04,4.9663157750e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,7.9221989890e-04,5.0133197830e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.0014209790e-04,5.0607524480e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.0814351890e-04,5.1086172520e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.1622495410e-04,5.1569176930e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.2438720360e-04,5.2056572870e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.3263107570e-04,5.2548395660e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.4095738640e-04,5.3044680790e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.4936696030e-04,5.3545463910e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.5786062990e-04,5.4050780840e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.6643923620e-04,5.4560667540e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.7510362860e-04,5.5075160140e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.8385466480e-04,5.5594294920e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,8.9269321150e-04,5.6118108310e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.0162014360e-04,5.6646636880e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.1063634500e-04,5.7179917350e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.1974270850e-04,5.7717986580e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.2894013560e-04,5.8260881560e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.3822953690e-04,5.8808639420e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.4761183230e-04,5.9361297430e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.5708795060e-04,5.9918892950e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
PL,9.6665883010e-04,6.0481463500e-04,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.0_5.000000_0.0.txt
